iter	Passed	Remaining
826	6452	7521
827	6459	7512
828	6466	7503
829	6472	7494
830	6478	7484
831	6484	7474
832	6490	7464
833	6496	7454
834	6502	7444
835	6508	7435
836	6514	7425
837	6520	7415
838	6527	7406
839	6537	7401
840	6545	7394
841	6553	7385
842	6559	7376
843	6566	7367
844	6572	7357
845	6579	7349
846	6585	7339
847	6591	7330
848	6598	7321
849	6604	7311
850	6611	7303
851	6617	7293
852	6625	7285
853	6632	7277
854	6639	7268
855	6646	7259
856	6653	7250
857	6659	7241
858	6664	7230
859	6671	7222
860	6677	7212
861	6683	7202
862	6689	7193
863	6696	7184
864	6702	7175
865	6709	7166
866	6715	7156
867	6722	7148
868	6728	7139
869	6735	7129
870	6740	7120
871	6747	7111
872	6753	7101
873	6760	7093
874	6766	7083
875	6772	7074
876	6779	7065
877	6785	7056
878	6791	7046
879	6797	7037
880	6804	7028
881	6810	7019
882	6817	7010
883	6826	7004
884	6834	6996
885	6841	6987
886	6846	6978
887	6853	6969
888	6860	6961
889	6868	6952
890	6874	6943
891	6881	6935
892	6886	6925
893	6892	6916
894	6898	6906
895	6904	6897
896	6910	6887
897	6916	6877
898	6922	6868
899	6928	6859
900	6935	6850
901	6941	6841
902	6946	6831
903	6954	6823
904	6962	6816
905	6968	6806
906	6975	6798
907	6981	6789
908	6987	6780
909	6993	6770
910	7000	6762
911	7007	6754
912	7014	6745
913	7024	6740
914	7034	6734
915	7040	6725
916	7048	6718
917	7055	6709
918	7063	6702
919	7070	6693
920	7079	6687
921	7086	6679
922	7098	6675
923	7105	6666
924	7116	6662
925	7123	6654
926	7130	6645
927	7138	6638
928	7144	6629
929	7153	6622
930	7160	6614
931	7167	6605
932	7174	6597
933	7180	6588
934	7188	6581
935	7194	6571
936	7200	6562
937	7206	6553
938	7213	6544
939	7220	6536
940	7225	6527
941	7231	6517
942	7237	6508
943	7243	6499
944	7249	6490
945	7256	6481
946	7263	6473
947	7270	6465
948	7277	6457
949	7283	6448
950	7289	6438
951	7295	6429
952	7300	6419
953	7306	6410
954	7312	6401
955	7319	6392
956	7325	6384
957	7336	6379
958	7345	6372
959	7352	6364
960	7358	6355
961	7364	6346
962	7370	6337
963	7376	6328
964	7383	6320
965	7391	6312
966	7397	6303
967	7403	6294
968	7422	6296
969	7431	6289
970	7436	6280
971	7442	6271
972	7448	6262
973	7455	6253
974	7462	6245
975	7467	6235
976	7474	6227
977	7480	6218
978	7486	6209
979	7493	6200
980	7498	6191
981	7504	6182
982	7511	6174
983	7517	6164
984	7524	6156
985	7531	6149
986	7538	6140
987	7544	6132
988	7550	6122
989	7556	6113
990	7562	6104
991	7568	6096
992	7577	6089
993	7586	6082
994	7594	6075
995	7602	6068
996	7611	6061
997	7618	6053
998	7626	6045
999	7633	6037
1000	7640	6029
1001	7647	6022
1002	7654	6013
1003	7662	6006
1004	7668	5997
1005	7678	5991
1006	7684	5983
1007	7693	5976
1008	7700	5968
1009	7707	5960
1010	7715	5952
1011	7722	5944
1012	7730	5937
1013	7737	5929
1014	7743	5920
1015	7750	5912
1016	7759	5905
1017	7768	5898
1018	7774	5890
1019	7781	5881
1020	7788	5873
1021	7795	5865
1022	7801	5856
1023	7806	5847
1024	7813	5839
1025	7819	5830
1026	7825	5821
1027	7830	5811
1028	7836	5803
1029	7841	5793
1030	7848	5785
1031	7853	5775
1032	7859	5767
1033	7864	5757
1034	7870	5748
1035	7876	5740
1036	7882	5731
1037	7888	5722
1038	7895	5714
1039	7901	5705
1040	7906	5696
1041	7912	5687
1042	7917	5678
1043	7923	5669
1044	7928	5660
1045	7934	5651
1046	7940	5642
1047	7946	5633
1048	7952	5625
1049	7958	5616
1050	7964	5607
1051	7970	5599
1052	7977	5590
1053	7983	5582
1054	7989	5573
1055	7995	5565
1056	8002	5556
1057	8007	5548
1058	8014	5539
1059	8020	5531
1060	8027	5523
1061	8034	5515
1062	8041	5507
1063	8047	5498
1064	8053	5490
1065	8059	5481
1066	8066	5473
1067	8072	5464
1068	8078	5455
1069	8084	5447
1070	8090	5439
1071	8096	5430
1072	8103	5422
1073	8109	5414
1074	8116	5405
1075	8121	5396
1076	8128	5388
1077	8133	5379
1078	8139	5371
1079	8146	5362
1080	8152	5354
1081	8158	5345
1082	8164	5337
1083	8169	5328
1084	8176	5320
1085	8181	5311
1086	8188	5303
1087	8193	5294
1088	8199	5285
1089	8205	5276
1090	8211	5268
1091	8216	5259
1092	8223	5251
1093	8228	5242
1094	8235	5234
1095	8241	5226
1096	8248	5218
1097	8254	5209
1098	8261	5202
1099	8269	5194
1100	8281	5190
1101	8286	5181
1102	8292	5172
1103	8298	5164
1104	8306	5156
1105	8313	5148
1106	8320	5141
1107	8328	5133
1108	8344	5131
1109	8351	5123
1110	8358	5116
1111	8365	5108
1112	8372	5100
1113	8379	5092
1114	8388	5085
1115	8394	5077
1116	8400	5069
1117	8408	5061
1118	8415	5053
1119	8421	5045
1120	8428	5037
1121	8435	5029
1122	8441	5021
1123	8448	5013
1124	8456	5006
1125	8468	5001
1126	8475	4993
1127	8482	4985
1128	8488	4977
1129	8495	4969
1130	8502	4961
1131	8508	4953
1132	8514	4945
1133	8520	4936
1134	8530	4930
1135	8536	4921
1136	8542	4913
1137	8556	4909
1138	8561	4900
1139	8566	4892
1140	8573	4884
1141	8580	4876
1142	8587	4868
1143	8593	4860
1144	8600	4852
1145	8607	4844
1146	8614	4836
1147	8620	4828
1148	8627	4820
1149	8633	4812
1150	8639	4803
1151	8646	4795
1152	8652	4787
1153	8658	4779
1154	8665	4771
1155	8671	4763
1156	8677	4754
1157	8683	4746
1158	8689	4738
1159	8696	4730
1160	8703	4722
1161	8709	4714
1162	8728	4713
1163	8735	4705
1164	8742	4697
1165	8751	4690
1166	8759	4683
1167	8767	4676
1168	8776	4669
1169	8787	4663
1170	8851	4686
1171	8857	4678
1172	8867	4671
1173	8873	4663
1174	8880	4655
1175	8887	4647
1176	8896	4640
1177	8902	4632
1178	8910	4625
1179	8917	4617
1180	8924	4609
1181	8930	4601
1182	8936	4592
1183	8942	4584
1184	8948	4576
1185	8954	4567
1186	8960	4559
1187	8965	4550
1188	8972	4542
1189	8978	4534
1190	8985	4526
1191	8992	4518
1192	8998	4510
1193	9004	4502
1194	9009	4493
1195	9015	4485
1196	9021	4476
1197	9027	4468
1198	9033	4460
1199	9038	4451
1200	9044	4443
1201	9050	4434
1202	9056	4426
1203	9062	4418
1204	9068	4410
1205	9074	4401
1206	9083	4395
1207	9090	4387
1208	9098	4380
1209	9105	4371
1210	9111	4363
1211	9117	4355
1212	9123	4347
1213	9129	4339
1214	9135	4330
1215	9143	4323
1216	9149	4315
1217	9155	4307
1218	9162	4299
1219	9169	4291
1220	9174	4283
1221	9181	4274
1222	9188	4267
1223	9195	4259
1224	9204	4252
1225	9212	4245
1226	9241	4247
1227	9248	4240
1228	9254	4231
1229	9261	4224
1230	9269	4216
1231	9277	4209
1232	9283	4201
1233	9289	4193
1234	9295	4184
1235	9301	4176
1236	9306	4168
1237	9312	4159
1238	9319	4151
1239	9325	4143
1240	9331	4135
1241	9336	4127
1242	9343	4119
1243	9349	4110
1244	9355	4103
1245	9361	4094
1246	9367	4086
1247	9374	4078
1248	9380	4070
1249	9388	4063
1250	9394	4055
1251	9401	4047
1252	9407	4039
1253	9414	4031
1254	9422	4024
1255	9429	4016
1256	9436	4008
1257	9442	4000
1258	9448	3992
1259	9455	3984
1260	9461	3976
1261	9469	3969
1262	9477	3962
1263	9484	3954
1264	9492	3947
1265	9498	3939
1266	9505	3931
1267	9511	3923
1268	9517	3914
1269	9525	3907
1270	9531	3899
1271	9538	3891
1272	9544	3883
1273	9550	3875
1274	9556	3867
1275	9563	3859
1276	9569	3851
1277	9576	3844
1278	9582	3836
1279	9588	3827
1280	9594	3819
1281	9600	3811
1282	9606	3803
1283	9611	3795
1284	9617	3787
1285	9623	3779
1286	9629	3771
1287	9635	3762
1288	9641	3754
1289	9647	3746
1290	9653	3738
1291	9658	3730
1292	9664	3722
1293	9670	3714
1294	9676	3706
1295	9682	3698
1296	9688	3690
1297	9693	3681
1298	9700	3673
1299	9705	3665
1300	9711	3657
1301	9716	3649
1302	9723	3641
1303	9728	3633
1304	9734	3625
1305	9740	3617
1306	9745	3608
1307	9751	3600
1308	9757	3592
1309	9763	3584
1310	9768	3576
1311	9774	3568
1312	9780	3560
1313	9786	3552
1314	9791	3544
1315	9797	3536
1316	9803	3528
1317	9808	3520
1318	9815	3512
1319	9822	3504
1320	9829	3497
1321	9835	3489
1322	9841	3481
1323	9847	3473
1324	9854	3465
1325	9861	3458
1326	9869	3450
1327	9876	3443
1328	9882	3435
1329	9889	3427
1330	9895	3419
1331	9901	3412
1332	9908	3404
1333	9913	3396
1334	9920	3388
1335	9926	3380
1336	9932	3372
1337	9938	3364
1338	9944	3357
1339	9950	3349
1340	9958	3341
1341	9963	3333
1342	9970	3326
1343	9975	3317
1344	9982	3310
1345	9989	3302
1346	9994	3294
1347	10001	3286
1348	10007	3278
1349	10014	3271
1350	10020	3263
1351	10026	3255
1352	10032	3247
1353	10038	3240
1354	10046	3232
1355	10052	3224
1356	10058	3217
1357	10064	3209
1358	10071	3201
1359	10077	3193
1360	10084	3185
1361	10090	3178
1362	10097	3170
1363	10102	3162
1364	10108	3154
1365	10114	3146
1366	10119	3138
1367	10125	3130
1368	10131	3122
1369	10136	3114
1370	10141	3106
1371	10148	3099
1372	10155	3091
1373	10160	3083
1374	10167	3075
1375	10173	3068
1376	10178	3060
1377	10185	3052
1378	10192	3045
1379	10199	3037
1380	10206	3030
1381	10212	3022
1382	10219	3014
1383	10225	3006
1384	10231	2999
1385	10237	2991
1386	10243	2983
1387	10249	2975
1388	10255	2968
1389	10262	2960
1390	10267	2952
1391	10274	2944
1392	10279	2937
1393	10287	2929
1394	10293	2921
1395	10300	2914
1396	10306	2906
1397	10312	2899
1398	10318	2891
1399	10324	2883
1400	10330	2875
1401	10337	2868
1402	10343	2860
1403	10349	2852
1404	10355	2845
1405	10361	2837
1406	10368	2829
1407	10373	2821
1408	10379	2814
1409	10385	2806
1410	10392	2798
1411	10397	2790
1412	10404	2783
1413	10409	2775
1414	10416	2767
1415	10422	2760
1416	10428	2752
1417	10435	2744
1418	10440	2737
1419	10447	2729
1420	10453	2721
1421	10461	2714
1422	10466	2706
1423	10474	2699
1424	10479	2691
1425	10486	2684
1426	10491	2676
1427	10498	2668
1428	10504	2660
1429	10510	2653
1430	10516	2645
1431	10525	2638
1432	10531	2631
1433	10537	2623
1434	10543	2615
1435	10550	2608
