iter	Passed	Remaining
141	328	3370
142	330	3366
143	332	3362
144	334	3360
145	337	3358
146	339	3354
147	341	3350
148	343	3347
149	345	3343
150	348	3339
151	350	3335
152	352	3330
153	354	3326
154	356	3323
155	358	3319
156	360	3315
157	362	3310
158	364	3303
159	367	3310
160	370	3308
161	372	3305
162	374	3301
163	376	3297
164	378	3293
165	380	3290
166	383	3287
167	385	3283
168	387	3279
169	389	3274
170	391	3269
171	393	3264
172	395	3259
173	397	3254
174	399	3250
175	401	3245
176	403	3240
177	405	3238
178	407	3233
179	409	3229
180	411	3224
181	413	3220
182	415	3216
183	417	3212
184	419	3209
185	421	3206
186	423	3202
187	426	3200
188	428	3197
189	430	3195
190	433	3194
191	435	3193
192	438	3194
193	440	3192
194	442	3190
195	445	3189
196	447	3186
197	449	3184
198	451	3181
199	454	3179
200	456	3177
201	458	3174
202	460	3171
203	463	3170
204	465	3168
205	467	3165
206	469	3162
207	472	3160
208	474	3157
209	476	3154
210	478	3152
211	481	3150
212	483	3147
213	485	3141
214	487	3139
215	489	3136
216	491	3133
217	493	3131
218	496	3128
219	498	3126
220	500	3123
221	502	3120
222	504	3118
223	507	3116
224	509	3116
225	512	3113
226	514	3110
227	515	3105
228	518	3103
229	520	3100
230	522	3098
231	525	3095
232	527	3093
233	529	3090
234	531	3088
235	533	3086
236	536	3083
237	538	3081
238	540	3078
239	542	3076
240	545	3074
241	547	3072
242	549	3067
243	551	3065
244	554	3067
245	556	3064
246	559	3062
247	561	3059
248	563	3056
249	565	3054
250	567	3051
251	569	3048
252	571	3045
253	574	3042
254	576	3038
255	578	3035
256	580	3032
257	582	3029
258	584	3027
259	586	3024
260	589	3022
261	591	3019
262	593	3016
263	595	3013
264	597	3011
265	599	3008
266	602	3006
267	604	3003
268	606	3000
269	608	2997
270	610	2995
271	612	2992
272	615	2989
273	617	2987
274	619	2984
275	621	2982
276	623	2979
277	625	2976
278	628	2974
279	630	2972
280	632	2970
281	634	2966
282	636	2964
283	639	2961
284	641	2959
285	643	2957
286	645	2955
287	648	2952
288	650	2950
289	652	2948
290	654	2945
291	656	2942
292	659	2940
293	661	2938
294	663	2936
295	665	2933
296	668	2930
297	670	2928
298	672	2926
299	674	2923
300	676	2921
301	679	2919
302	681	2916
303	683	2914
304	685	2911
305	687	2908
306	690	2906
307	692	2903
308	694	2900
309	696	2898
310	698	2895
311	700	2893
312	703	2890
313	705	2887
314	707	2885
315	709	2883
316	711	2881
317	714	2878
318	716	2876
319	718	2873
320	720	2871
321	722	2868
322	724	2865
323	727	2863
324	729	2860
325	731	2858
326	733	2856
327	735	2853
328	738	2851
329	740	2848
330	742	2846
331	744	2844
332	746	2841
333	749	2839
334	751	2837
335	753	2834
336	755	2832
337	757	2829
338	760	2827
339	762	2825
340	764	2822
341	766	2820
342	768	2818
343	771	2815
344	773	2813
345	775	2811
346	777	2809
347	780	2806
348	782	2803
349	784	2801
350	786	2798
351	788	2796
352	791	2794
353	793	2792
354	795	2789
355	797	2787
356	799	2784
357	801	2781
358	804	2779
359	806	2776
360	808	2774
361	810	2772
362	813	2771
363	816	2771
364	818	2770
365	821	2768
366	823	2766
367	825	2763
368	827	2761
369	829	2758
370	832	2756
371	834	2753
372	836	2751
373	838	2748
374	840	2746
375	842	2743
376	845	2741
377	847	2738
378	849	2736
379	851	2733
380	853	2730
381	855	2728
382	857	2725
383	860	2723
384	862	2720
385	864	2718
386	866	2715
387	868	2713
388	870	2710
389	873	2708
390	875	2705
391	877	2703
392	879	2701
393	881	2698
394	883	2696
395	886	2694
396	889	2694
397	891	2691
398	893	2688
399	895	2686
400	897	2683
401	899	2681
402	901	2678
403	904	2676
404	906	2674
405	908	2671
406	910	2669
407	912	2666
408	914	2664
409	917	2661
410	919	2659
411	921	2657
412	923	2654
413	925	2651
414	927	2649
415	929	2646
416	932	2644
417	934	2642
418	936	2640
419	939	2638
420	941	2636
421	943	2634
422	946	2632
423	948	2630
424	950	2627
425	952	2625
426	955	2623
427	957	2621
428	959	2618
429	961	2616
430	964	2614
431	966	2612
432	968	2611
433	971	2609
434	973	2607
435	975	2605
436	978	2603
437	980	2600
438	982	2598
439	984	2596
440	987	2594
441	989	2592
442	991	2590
443	994	2588
444	996	2586
445	998	2583
446	1000	2581
447	1002	2578
448	1004	2576
449	1007	2573
450	1009	2570
451	1011	2568
452	1013	2566
453	1016	2564
454	1018	2563
455	1020	2561
456	1023	2558
457	1025	2556
458	1027	2553
459	1029	2551
460	1031	2549
461	1034	2547
462	1036	2545
463	1038	2543
464	1041	2540
465	1043	2538
466	1045	2535
467	1047	2533
468	1049	2531
469	1052	2529
470	1054	2526
471	1056	2524
472	1058	2521
473	1060	2519
474	1062	2517
475	1065	2514
476	1067	2512
477	1069	2510
478	1071	2508
479	1073	2505
480	1076	2503
481	1078	2501
482	1080	2498
483	1082	2496
484	1084	2494
485	1087	2491
486	1089	2489
487	1091	2486
488	1093	2484
489	1095	2481
490	1097	2479
491	1099	2477
492	1102	2474
493	1104	2472
494	1106	2470
495	1108	2467
496	1110	2465
497	1112	2462
498	1115	2460
499	1117	2458
500	1119	2455
501	1121	2453
502	1124	2451
503	1126	2448
504	1128	2446
505	1130	2444
506	1132	2442
507	1135	2440
508	1137	2437
509	1139	2435
510	1141	2433
511	1144	2431
512	1146	2428
513	1148	2426
514	1150	2424
515	1152	2422
516	1155	2419
517	1157	2417
518	1159	2414
519	1161	2412
520	1164	2410
521	1166	2408
522	1168	2406
523	1170	2403
524	1172	2401
525	1174	2399
526	1177	2397
527	1180	2396
528	1182	2394
529	1184	2391
530	1186	2389
531	1189	2387
532	1191	2385
533	1194	2383
534	1196	2382
535	1199	2380
536	1201	2378
537	1203	2376
538	1206	2374
539	1208	2372
540	1211	2370
541	1213	2368
542	1215	2366
543	1217	2364
544	1220	2361
545	1222	2360
546	1224	2358
547	1227	2356
548	1229	2353
549	1231	2351
550	1233	2348
551	1236	2346
552	1238	2344
553	1241	2344
554	1243	2341
555	1245	2339
556	1248	2337
557	1250	2334
558	1253	2334
559	1255	2332
560	1257	2329
561	1260	2327
562	1262	2325
563	1264	2323
564	1267	2321
565	1269	2320
566	1272	2317
567	1274	2315
568	1276	2313
569	1279	2311
570	1281	2309
571	1283	2307
572	1286	2305
573	1288	2303
574	1291	2301
575	1293	2299
576	1295	2296
577	1297	2294
578	1300	2292
579	1302	2290
580	1304	2288
581	1307	2286
582	1309	2284
583	1311	2282
584	1314	2280
585	1316	2278
586	1318	2276
587	1321	2273
588	1323	2271
589	1325	2269
590	1328	2267
591	1330	2266
592	1333	2264
593	1335	2261
594	1337	2259
595	1340	2257
596	1342	2255
597	1344	2253
598	1346	2250
599	1349	2248
600	1351	2246
601	1353	2243
602	1355	2241
603	1358	2239
604	1360	2237
605	1362	2235
606	1364	2232
607	1367	2230
608	1369	2228
609	1371	2226
610	1374	2224
611	1376	2221
612	1378	2219
613	1380	2217
614	1383	2215
615	1385	2212
616	1387	2211
617	1390	2209
618	1392	2207
619	1395	2205
620	1397	2203
621	1400	2201
622	1402	2199
623	1405	2198
624	1407	2196
625	1410	2193
626	1412	2192
627	1414	2189
628	1417	2188
629	1420	2186
630	1422	2184
631	1425	2182
632	1427	2180
633	1429	2178
634	1432	2176
635	1434	2174
636	1436	2172
637	1438	2169
638	1441	2167
639	1443	2165
640	1445	2162
641	1447	2160
642	1449	2157
643	1452	2155
644	1454	2153
645	1456	2151
646	1458	2148
647	1461	2146
648	1463	2144
649	1466	2142
650	1468	2140
651	1470	2138
652	1473	2136
653	1475	2134
654	1477	2131
655	1480	2130
656	1483	2128
657	1485	2126
658	1487	2124
659	1489	2121
660	1492	2119
661	1494	2117
662	1496	2115
663	1498	2112
664	1501	2110
665	1503	2108
666	1505	2106
667	1507	2103
668	1510	2101
669	1512	2099
670	1514	2097
671	1516	2094
672	1519	2092
673	1521	2090
674	1523	2088
675	1526	2086
676	1529	2084
677	1531	2082
678	1533	2080
679	1535	2077
680	1537	2075
681	1540	2073
682	1542	2070
683	1544	2068
684	1547	2066
685	1549	2064
686	1551	2062
687	1554	2060
688	1556	2057
689	1558	2055
690	1561	2053
691	1563	2051
692	1565	2049
693	1567	2046
694	1570	2044
695	1572	2042
696	1574	2040
697	1577	2038
698	1579	2035
699	1581	2033
700	1584	2031
701	1586	2029
702	1588	2026
703	1590	2024
704	1592	2022
705	1595	2020
706	1597	2017
707	1599	2015
708	1601	2013
709	1604	2010
710	1606	2008
711	1608	2006
712	1611	2004
713	1613	2002
714	1615	1999
715	1618	1997
716	1620	1995
717	1622	1993
718	1625	1991
719	1627	1988
720	1629	1986
721	1631	1984
722	1634	1982
723	1636	1980
724	1638	1978
725	1641	1975
726	1643	1973
727	1645	1970
728	1647	1968
729	1649	1966
730	1652	1964
731	1654	1962
732	1656	1959
733	1659	1957
734	1661	1955
735	1663	1953
736	1665	1950
737	1668	1948
738	1670	1946
739	1672	1944
740	1674	1941
741	1677	1939
742	1679	1936
743	1681	1934
744	1683	1932
745	1686	1930
746	1688	1927
747	1690	1925
748	1692	1923
749	1695	1921
750	1697	1919
751	1699	1916
752	1702	1915
753	1704	1912
754	1707	1910
755	1709	1908
756	1711	1906
757	1713	1903
758	1716	1901
759	1718	1899
760	1720	1897
761	1723	1895
762	1725	1892
763	1727	1890
764	1729	1888
765	1732	1885
766	1734	1883
767	1736	1881
768	1738	1879
769	1741	1876
770	1743	1874
771	1745	1872
772	1747	1869
773	1750	1867
774	1752	1865
775	1754	1863
776	1756	1860
777	1759	1858
778	1761	1856
779	1763	1854
780	1766	1852
781	1768	1849
782	1770	1847
783	1772	1845
784	1775	1843
785	1777	1840
786	1779	1838
787	1782	1836
788	1784	1834
789	1786	1831
790	1788	1829
791	1790	1827
792	1793	1824
793	1795	1822
794	1797	1820
795	1802	1820
796	1804	1817
797	1807	1816
798	1809	1814
799	1812	1812
800	1814	1810
801	1816	1807
802	1819	1805
803	1821	1803
804	1823	1801
805	1825	1798
806	1827	1796
807	1830	1794
808	1832	1791
809	1834	1789
810	1837	1787
811	1839	1784
812	1841	1782
813	1843	1780
814	1845	1777
815	1848	1775
816	1850	1773
817	1852	1771
818	1854	1768
819	1857	1766
820	1859	1764
821	1862	1762
822	1864	1760
823	1866	1757
824	1868	1755
825	1871	1753
826	1873	1751
827	1875	1748
828	1877	1746
829	1880	1744
830	1882	1742
831	1884	1739
832	1886	1737
833	1889	1735
834	1891	1732
835	1893	1730
836	1895	1728
837	1898	1726
838	1900	1723
839	1902	1721
840	1904	1719
841	1906	1716
842	1909	1714
843	1911	1712
844	1913	1709
845	1915	1707
846	1918	1705
847	1920	1703
848	1922	1700
849	1925	1698
850	1927	1696
851	1929	1693
852	1931	1691
853	1933	1689
854	1936	1687
855	1938	1684
856	1940	1682
857	1942	1680
858	1944	1677
859	1947	1675
860	1949	1672
861	1951	1670
862	1953	1668
863	1955	1666
864	1958	1663
865	1960	1661
866	1962	1659
867	1964	1656
868	1967	1654
869	1969	1652
870	1971	1650
871	1973	1647
872	1976	1645
873	1978	1643
874	1980	1641
875	1983	1638
876	1985	1636
877	1987	1634
878	1989	1632
879	1991	1629
880	1994	1627
881	1996	1625
882	1998	1622
883	2000	1620
884	2002	1618
885	2005	1615
886	2007	1613
887	2009	1611
888	2011	1609
889	2013	1606
890	2016	1604
891	2018	1602
892	2020	1599
893	2022	1597
894	2025	1595
895	2027	1592
896	2029	1590
897	2031	1588
898	2033	1586
899	2036	1583
900	2038	1581
901	2041	1579
902	2043	1577
903	2045	1574
904	2047	1572
905	2050	1570
906	2052	1567
907	2054	1565
908	2056	1563
909	2059	1561
910	2061	1558
911	2063	1556
912	2065	1554
913	2067	1552
914	2070	1549
915	2072	1547
916	2074	1545
917	2077	1543
918	2079	1540
919	2081	1538
920	2083	1536
921	2086	1534
922	2088	1531
923	2090	1529
924	2092	1527
925	2095	1525
926	2097	1522
927	2099	1520
928	2102	1518
929	2104	1516
930	2106	1513
931	2108	1511
932	2111	1509
933	2113	1506
934	2115	1504
935	2117	1502
936	2119	1500
937	2122	1497
938	2124	1495
939	2126	1493
940	2129	1491
941	2131	1488
942	2133	1486
943	2135	1484
944	2137	1481
945	2140	1479
946	2142	1477
947	2144	1474
948	2146	1472
949	2149	1470
950	2151	1468
951	2153	1466
952	2156	1463
953	2158	1461
954	2160	1459
955	2163	1457
956	2165	1455
957	2167	1452
958	2170	1450
959	2172	1448
960	2175	1446
961	2177	1444
962	2179	1441
963	2182	1439
964	2184	1437
965	2186	1435
966	2188	1432
967	2190	1430
968	2193	1428
969	2195	1425
970	2197	1423
971	2199	1421
972	2202	1419
973	2204	1416
974	2206	1414
975	2208	1412
976	2210	1409
977	2213	1407
978	2215	1405
979	2217	1402
980	2219	1400
981	2222	1398
982	2224	1396
983	2227	1394
984	2229	1392
985	2231	1389
986	2234	1387
987	2236	1385
988	2238	1383
989	2241	1380
990	2243	1378
991	2245	1376
992	2248	1374
993	2250	1371
994	2252	1369
995	2254	1367
996	2257	1365
997	2259	1362
998	2261	1360
999	2264	1358
1000	2266	1356
1001	2268	1353
1002	2270	1351
1003	2273	1349
1004	2275	1347
1005	2277	1344
1006	2279	1342
1007	2281	1340
1008	2283	1337
1009	2286	1335
1010	2288	1333
1011	2290	1330
1012	2292	1328
1013	2295	1326
1014	2297	1324
1015	2299	1321
1016	2302	1320
1017	2306	1318
1018	2309	1316
1019	2312	1314
1020	2315	1312
1021	2317	1310
1022	2319	1308
1023	2321	1305
1024	2323	1303
1025	2326	1301
1026	2328	1299
1027	2330	1296
1028	2332	1294
1029	2335	1292
1030	2337	1289
1031	2339	1287
1032	2341	1285
1033	2344	1283
1034	2346	1280
1035	2348	1278
1036	2350	1276
1037	2353	1274
1038	2355	1271
1039	2357	1269
1040	2359	1267
1041	2362	1264
1042	2365	1263
1043	2367	1260
1044	2370	1258
1045	2372	1256
1046	2374	1254
1047	2377	1252
1048	2379	1249
1049	2381	1247
1050	2384	1245
1051	2386	1243
1052	2388	1240
1053	2391	1238
1054	2393	1236
1055	2395	1234
1056	2398	1231
1057	2400	1229
1058	2402	1227
1059	2404	1224
1060	2406	1222
1061	2409	1220
1062	2412	1218
1063	2414	1216
1064	2417	1214
1065	2419	1211
1066	2421	1209
1067	2424	1207
1068	2426	1205
1069	2428	1203
1070	2431	1200
1071	2433	1198
1072	2435	1196
1073	2437	1193
1074	2440	1191
1075	2442	1189
1076	2445	1187
1077	2447	1185
1078	2449	1182
1079	2451	1180
1080	2454	1178
1081	2456	1176
1082	2458	1173
1083	2461	1171
1084	2463	1169
1085	2465	1167
1086	2468	1164
1087	2471	1162
1088	2473	1160
1089	2475	1158
1090	2478	1156
1091	2480	1154
1092	2483	1151
1093	2485	1149
1094	2488	1147
1095	2490	1145
1096	2493	1143
1097	2495	1141
1098	2498	1138
1099	2501	1136
1100	2503	1134
1101	2506	1132
1102	2508	1130
1103	2510	1128
1104	2513	1125
1105	2515	1123
1106	2517	1121
1107	2519	1118
1108	2522	1116
1109	2524	1114
1110	2526	1112
1111	2528	1109
1112	2531	1107
1113	2533	1105
1114	2535	1103
1115	2538	1100
1116	2540	1098
1117	2542	1096
1118	2545	1093
1119	2547	1091
1120	2549	1089
1121	2551	1087
1122	2553	1084
1123	2556	1082
1124	2558	1080
1125	2560	1077
1126	2563	1075
1127	2565	1073
1128	2567	1071
1129	2569	1068
1130	2572	1066
1131	2574	1064
1132	2576	1062
1133	2579	1059
1134	2581	1057
1135	2583	1055
1136	2585	1053
1137	2588	1050
1138	2590	1048
1139	2592	1046
1140	2594	1043
1141	2597	1041
1142	2599	1039
1143	2601	1036
1144	2603	1034
1145	2605	1032
1146	2608	1030
1147	2610	1027
1148	2612	1025
1149	2614	1023
1150	2617	1020
1151	2619	1018
1152	2621	1016
1153	2623	1013
1154	2625	1011
1155	2628	1009
1156	2630	1007
1157	2632	1004
1158	2635	1002
1159	2637	1000
1160	2640	998
1161	2642	996
1162	2644	993
1163	2647	991
1164	2649	989
1165	2651	986
1166	2653	984
1167	2656	982
1168	2658	980
1169	2660	977
1170	2663	975
1171	2665	973
1172	2667	971
1173	2669	968
1174	2672	966
1175	2674	964
1176	2676	961
1177	2678	959
1178	2680	957
1179	2683	955
1180	2685	952
1181	2687	950
1182	2690	948
1183	2692	945
1184	2694	943
1185	2697	941
1186	2699	939
1187	2701	936
1188	2704	934
1189	2706	932
1190	2708	930
1191	2711	927
1192	2713	925
1193	2715	923
1194	2717	921
1195	2720	918
1196	2722	916
1197	2724	914
1198	2727	912
1199	2729	909
1200	2731	907
1201	2733	905
1202	2736	903
1203	2738	900
1204	2741	898
1205	2743	896
1206	2745	893
1207	2747	891
1208	2749	889
1209	2752	887
1210	2754	884
1211	2756	882
1212	2759	880
1213	2761	878
1214	2763	875
1215	2766	873
1216	2768	871
1217	2771	869
1218	2773	866
1219	2775	864
1220	2777	862
1221	2780	859
1222	2782	857
1223	2784	855
1224	2787	853
1225	2789	851
1226	2793	849
1227	2795	846
1228	2797	844
1229	2800	842
1230	2802	840
1231	2804	837
1232	2806	835
1233	2808	833
1234	2810	830
1235	2812	828
1236	2814	826
1237	2816	823
1238	2818	821
1239	2820	818
1240	2822	816
1241	2825	814
1242	2827	812
1243	2829	809
1244	2831	807
1245	2833	805
1246	2836	802
1247	2838	800
1248	2840	798
1249	2842	796
1250	2845	793
1251	2847	791
1252	2849	789
1253	2852	786
1254	2854	784
1255	2857	782
1256	2859	780
1257	2861	777
1258	2863	775
1259	2866	773
1260	2868	771
1261	2870	768
1262	2873	766
1263	2875	764
1264	2877	762
1265	2879	759
1266	2882	757
1267	2884	755
1268	2886	752
1269	2889	750
1270	2891	748
1271	2893	746
1272	2895	743
1273	2897	741
1274	2900	739
1275	2902	736
1276	2904	734
1277	2906	732
1278	2909	730
1279	2911	727
1280	2913	725
1281	2915	723
1282	2918	720
1283	2920	718
1284	2922	716
1285	2924	714
1286	2927	711
1287	2929	709
1288	2931	707
1289	2933	704
1290	2935	702
1291	2938	700
1292	2940	698
1293	2942	695
1294	2944	693
1295	2947	691
1296	2949	689
1297	2951	686
1298	2953	684
1299	2956	682
1300	2958	679
1301	2960	677
1302	2962	675
1303	2965	673
1304	2967	670
1305	2969	668
1306	2971	666
1307	2974	663
1308	2976	661
1309	2978	659
1310	2980	657
1311	2982	654
1312	2985	652
1313	2987	650
1314	2989	647
1315	2991	645
1316	2993	643
1317	2996	641
1318	2998	638
1319	3000	636
1320	3002	634
1321	3005	631
1322	3007	629
1323	3009	627
1324	3011	625
1325	3014	622
1326	3016	620
1327	3018	618
1328	3020	615
1329	3023	613
1330	3025	611
1331	3027	609
1332	3029	606
1333	3031	604
1334	3034	602
1335	3036	599
1336	3038	597
1337	3040	595
1338	3043	593
1339	3045	590
1340	3047	588
1341	3049	586
1342	3052	584
1343	3054	581
1344	3056	579
1345	3058	577
1346	3061	574
1347	3063	572
1348	3065	570
1349	3067	568
1350	3070	565
1351	3072	563
1352	3074	561
1353	3076	559
1354	3079	556
1355	3081	554
1356	3083	552
1357	3085	549
1358	3088	547
1359	3090	545
1360	3092	543
1361	3095	540
1362	3097	538
1363	3099	536
1364	3102	534
1365	3104	531
1366	3106	529
1367	3108	527
1368	3110	524
1369	3112	522
1370	3115	520
1371	3117	518
1372	3119	515
1373	3121	513
1374	3124	511
1375	3126	509
1376	3129	506
1377	3131	504
1378	3133	502
1379	3135	499
1380	3138	497
1381	3140	495
1382	3142	493
1383	3144	490
1384	3147	488
1385	3149	486
1386	3151	484
1387	3154	481
1388	3156	479
1389	3158	477
1390	3161	474
1391	3163	472
1392	3165	470
1393	3168	468
1394	3170	465
1395	3172	463
1396	3174	461
1397	3177	459
1398	3179	456
1399	3181	454
1400	3183	452
1401	3185	449
1402	3188	447
1403	3190	445
1404	3192	443
1405	3194	440
1406	3197	438
1407	3214	438
1408	3216	436
1409	3218	433
1410	3221	431
1411	3223	429
1412	3225	426
1413	3227	424
1414	3229	422
1415	3231	419
1416	3233	417
1417	3235	415
1418	3237	413
1419	3239	410
1420	3241	408
1421	3244	406
1422	3246	403
1423	3248	401
1424	3250	399
1425	3252	396
1426	3254	394
1427	3256	392
1428	3259	389
1429	3261	387
1430	3263	385
1431	3265	383
1432	3267	380
1433	3270	378
1434	3272	376
1435	3274	373
1436	3277	371
1437	3279	369
1438	3282	367
1439	3284	364
1440	3286	362
1441	3288	360
1442	3291	358
1443	3293	355
1444	3295	353
1445	3298	351
1446	3300	348
1447	3302	346
1448	3304	344
1449	3306	342
1450	3309	339
1451	3311	337
1452	3313	335
1453	3315	332
1454	3317	330
1455	3320	328
1456	3322	326
1457	3324	323
1458	3326	321
1459	3329	319
1460	3331	316
1461	3333	314
1462	3336	312
1463	3338	310
1464	3341	307
1465	3343	305
1466	3345	303
1467	3347	301
1468	3350	298
1469	3352	296
1470	3354	294
1471	3357	291
1472	3359	289
1473	3361	287
1474	3363	285
1475	3366	282
1476	3368	280
1477	3370	278
1478	3373	275
1479	3375	273
1480	3377	271
1481	3380	269
1482	3382	266
1483	3384	264
1484	3387	262
1485	3389	260
1486	3391	257
1487	3394	255
1488	3396	253
1489	3398	250
1490	3400	248
1491	3403	246
1492	3405	244
1493	3407	241
1494	3409	239
1495	3412	237
1496	3414	234
1497	3416	232
1498	3418	230
1499	3421	228
1500	3423	225
1501	3425	223
1502	3427	221
1503	3430	218
1504	3432	216
1505	3434	214
1506	3436	212
1507	3439	209
1508	3441	207
1509	3443	205
1510	3445	202
1511	3448	200
1512	3450	198
1513	3452	196
1514	3454	193
1515	3457	191
1516	3459	189
1517	3461	186
1518	3464	184
1519	3466	182
1520	3468	180
1521	3470	177
1522	3473	175
1523	3475	173
1524	3477	171
1525	3480	168
1526	3482	166
1527	3484	164
1528	3487	161
1529	3489	159
1530	3491	157
1531	3494	155
1532	3496	152
1533	3498	150
1534	3501	148
1535	3503	145
1536	3506	143
1537	3508	141
1538	3510	139
1539	3513	136
1540	3515	134
1541	3518	132
1542	3520	130
1543	3523	127
1544	3525	125
1545	3527	123
1546	3530	120
1547	3532	118
1548	3536	116
1549	3538	114
1550	3541	111
1551	3544	109
1552	3546	107
1553	3549	105
1554	3551	102
1555	3553	100
1556	3555	98
1557	3558	95
1558	3560	93
1559	3562	91
1560	3565	89
1561	3567	86
1562	3570	84
1563	3572	82
1564	3574	79
1565	3577	77
1566	3579	75
1567	3581	73
1568	3584	70
1569	3586	68
1570	3588	66
1571	3591	63
1572	3593	61
1573	3595	59
1574	3597	57
1575	3599	54
1576	3602	52
1577	3604	50
1578	3606	47
1579	3609	45
1580	3611	43
1581	3613	41
1582	3615	38
1583	3618	36
1584	3620	34
1585	3622	31
1586	3625	29
1587	3627	27
1588	3629	25
1589	3632	22
1590	3634	20
1591	3636	18
1592	3639	15
1593	3641	13
1594	3643	11
1595	3646	9
1596	3648	6
1597	3651	4
1598	3653	2
1599	3655	0
