iter	Quantile:alpha=0.9
413	9667.404191
414	9660.829059
415	9650.765727
416	9645.28391
417	9635.731962
418	9628.614834
419	9618.667585
420	9610.799898
421	9602.51022
422	9589.826951
423	9579.322531
424	9574.330144
425	9566.386334
426	9559.245409
427	9554.480019
428	9546.921389
429	9540.534243
430	9530.845407
431	9519.960322
432	9516.362369
433	9504.745476
434	9498.023978
435	9489.433216
436	9484.119687
437	9479.409327
438	9473.233011
439	9463.711543
440	9455.904321
441	9447.187472
442	9438.926228
443	9434.668177
444	9425.421536
445	9420.703042
446	9411.706946
447	9401.192652
448	9395.747983
449	9388.080996
450	9382.237866
451	9375.224934
452	9370.6251
453	9367.365746
454	9359.582634
455	9351.159523
456	9342.648688
457	9335.125484
458	9332.253945
459	9325.448203
460	9319.953696
461	9313.87258
462	9304.257499
463	9294.293707
464	9286.372437
465	9281.18579
466	9278.317172
467	9273.845692
468	9270.711925
469	9261.812404
470	9253.915739
471	9249.315734
472	9245.944596
473	9241.358408
474	9237.50981
475	9229.542974
476	9220.314082
477	9215.023273
478	9210.979929
479	9203.940932
480	9200.421858
481	9196.072448
482	9191.729509
483	9185.979637
484	9178.949901
485	9174.940548
486	9171.431584
487	9167.365197
488	9161.574384
489	9154.563073
490	9151.437242
491	9144.190989
492	9135.778759
493	9129.775682
494	9124.575138
495	9119.489551
496	9114.202847
497	9109.840584
498	9104.545354
499	9100.027194
500	9092.358233
501	9084.273329
502	9078.540938
503	9075.08385
504	9068.605454
505	9062.030588
506	9055.362495
507	9046.077294
508	9040.575837
509	9033.758025
510	9028.383303
511	9023.961664
512	9018.532109
513	9012.778575
514	9009.102485
515	9004.712745
516	9001.925755
517	8998.844885
518	8995.448944
519	8990.793755
520	8985.804895
521	8980.539313
522	8975.095164
523	8966.44593
524	8962.138564
525	8958.501225
526	8955.142369
527	8949.490073
528	8944.539148
529	8938.991666
530	8931.753356
531	8927.040561
532	8921.577209
533	8918.686019
534	8916.369877
535	8909.273553
536	8903.3194
537	8898.186615
538	8894.395267
539	8891.111573
540	8886.922522
541	8881.08046
542	8878.523323
543	8871.474298
544	8866.71541
545	8859.388839
546	8856.16939
547	8848.273217
548	8845.342861
549	8842.472784
550	8839.13496
551	8832.510007
552	8828.210766
553	8824.752543
554	8818.867723
555	8813.727179
556	8810.154607
557	8805.112752
558	8801.252975
559	8798.374528
560	8795.168312
561	8791.394091
562	8784.91499
563	8779.615516
564	8773.453999
565	8769.787337
566	8765.798564
567	8759.092762
568	8753.353832
569	8749.750454
570	8746.075219
571	8742.766435
572	8737.140585
573	8734.564439
574	8728.707292
575	8725.08453
576	8720.41444
577	8715.842957
578	8710.049433
579	8704.799422
580	8701.086868
581	8694.022083
582	8691.622102
583	8687.992629
584	8683.122297
585	8678.383705
586	8674.936833
587	8671.501926
588	8667.769023
589	8665.632302
590	8660.821991
591	8655.62196
592	8650.138326
593	8644.767747
594	8640.893935
595	8637.86513
596	8635.838166
597	8632.291375
598	8627.312835
599	8623.369178
600	8617.944796
601	8614.144052
602	8609.225814
603	8604.534171
604	8598.979225
605	8596.427568
606	8593.27803
607	8587.515527
608	8584.734007
609	8581.010056
610	8575.934638
611	8573.301723
612	8569.798874
613	8565.165779
614	8559.890213
615	8555.43491
616	8551.862797
617	8548.530961
618	8546.001831
619	8542.423789
620	8540.127218
621	8536.109914
622	8529.497721
623	8526.260482
624	8522.284528
625	8519.934211
626	8516.117544
627	8512.874151
628	8507.060975
629	8503.800486
630	8498.744425
631	8493.975385
632	8490.002485
633	8487.366825
634	8484.353389
635	8480.989442
636	8475.774295
637	8472.630917
638	8465.831353
639	8462.47991
640	8458.90169
641	8455.889493
642	8452.227109
643	8447.943246
644	8444.49639
645	8442.718298
646	8439.144243
647	8436.045069
648	8427.965644
649	8424.406037
650	8422.605876
651	8419.431227
652	8415.841548
653	8413.539276
654	8412.315557
655	8407.988276
656	8404.829222
657	8401.19094
658	8398.583791
659	8395.818466
660	8392.801316
661	8390.074073
662	8388.446863
663	8387.111555
664	8381.5983
665	8379.84832
666	8376.868221
667	8373.842103
668	8370.065263
669	8365.436766
670	8362.572037
671	8360.533747
672	8358.257465
673	8355.814424
674	8352.822852
675	8349.763359
676	8347.083138
677	8343.143144
678	8340.725719
679	8338.822801
680	8335.925117
681	8334.23157
682	8332.231297
683	8328.814084
684	8327.244711
685	8324.088787
686	8321.710907
687	8318.025352
688	8316.237832
689	8314.030343
690	8311.291312
691	8305.577587
692	8301.471016
693	8299.080332
694	8292.398272
695	8290.274715
696	8288.216993
697	8285.821382
698	8281.844528
699	8279.587891
700	8275.097525
701	8273.564602
702	8270.081422
703	8268.404367
704	8265.933189
705	8264.14976
706	8261.759321
707	8258.608413
708	8256.65766
709	8255.020292
710	8249.246857
711	8246.412413
712	8243.618697
713	8240.692905
714	8237.649638
715	8234.193693
716	8230.740444
717	8227.416247
718	8224.690602
719	8222.764759
720	8221.321043
721	8215.716475
722	8210.226552
723	8206.953572
724	8204.030922
725	8201.346183
726	8199.459265
727	8196.479911
728	8192.713213
729	8190.030049
730	8187.074581
731	8185.579957
732	8183.658848
733	8181.236717
734	8178.603851
735	8176.560693
736	8173.121746
737	8170.097246
738	8167.249137
739	8164.841289
740	8162.238759
741	8159.940326
742	8157.531699
743	8153.21295
744	8149.77877
745	8144.805205
746	8142.118789
747	8139.001413
748	8136.005726
749	8131.831118
750	8129.152819
751	8127.108398
752	8124.791017
753	8122.172782
754	8120.383701
755	8118.765457
756	8116.181286
757	8112.124043
758	8108.912448
759	8105.065945
760	8104.038094
761	8101.452197
762	8098.414136
763	8095.731924
764	8094.493615
765	8092.104354
766	8088.869733
767	8087.128812
768	8085.012961
769	8082.548504
770	8080.429065
771	8077.122045
772	8075.98295
773	8073.210448
774	8071.432472
775	8068.691216
776	8065.425917
777	8061.283348
778	8059.733275
779	8057.144977
780	8055.202926
781	8052.690031
782	8050.468184
783	8048.187653
784	8044.843842
785	8042.646782
786	8039.614826
787	8038.166812
788	8036.786516
789	8034.924674
790	8033.610231
791	8030.429172
792	8027.932243
793	8025.387267
794	8021.676915
795	8019.992166
796	8017.919318
797	8014.791947
798	8013.161833
799	8010.501784
800	8008.579564
801	8007.645033
802	8005.931062
803	8002.882414
804	8000.998087
805	7998.390797
806	7996.179782
807	7992.570296
808	7989.561502
809	7987.589735
810	7985.524404
811	7983.815302
812	7982.667364
813	7979.162035
814	7977.544108
815	7974.435432
816	7972.478023
817	7970.06353
818	7968.72863
819	7966.512843
820	7964.010197
821	7963.15016
822	7961.702658
823	7959.148686
824	7954.87272
825	7950.799809
826	7949.418641
827	7947.517821
828	7946.054013
829	7944.137377
830	7942.097156
831	7939.416113
832	7938.228499
833	7934.128389
834	7931.252936
835	7929.744133
836	7927.163015
837	7926.144516
838	7923.927061
839	7920.955458
840	7919.082754
841	7915.476305
842	7914.145473
843	7910.979668
844	7909.577178
845	7906.166949
846	7904.699103
847	7902.368828
848	7900.177848
849	7898.742617
850	7895.27425
851	7891.966788
852	7889.871977
853	7888.56593
854	7885.701494
855	7883.788088
856	7882.635264
857	7881.141464
858	7879.281476
859	7876.185274
860	7874.095708
861	7872.297751
862	7869.149515
863	7867.227273
864	7866.013106
865	7864.018
866	7862.502552
867	7861.160285
868	7860.639321
869	7858.465846
870	7856.947776
871	7854.584668
872	7852.047495
873	7848.949953
874	7847.266009
875	7844.044514
876	7843.078885
877	7841.817475
878	7840.110762
879	7839.316793
880	7837.495238
881	7834.558109
882	7833.598474
883	7830.796508
884	7829.431736
885	7827.708063
886	7826.490833
887	7823.136241
888	7821.968701
889	7820.035589
890	7818.314438
891	7815.592677
892	7813.16248
893	7811.833018
894	7808.311969
895	7806.749594
896	7804.665677
897	7801.804172
898	7799.715539
899	7796.298182
900	7794.179594
901	7792.7494
902	7788.813348
903	7787.25048
904	7786.493517
905	7784.285836
906	7781.755515
907	7781.591816
908	7778.583363
909	7776.836627
910	7775.266309
911	7774.095474
912	7772.988676
913	7771.675249
914	7769.76812
915	7768.474058
916	7766.533776
917	7764.6942
918	7762.399971
919	7760.245028
920	7757.834873
921	7756.237497
922	7754.921289
923	7751.916199
924	7750.006361
925	7748.034172
926	7745.254734
927	7742.779645
928	7740.888104
929	7739.11792
930	7737.250282
931	7734.481466
932	7732.043244
933	7729.778549
934	7727.499564
935	7725.37944
936	7724.267318
937	7722.614696
938	7720.931546
939	7718.851319
940	7716.570729
941	7715.033978
942	7712.514528
943	7710.21854
944	7708.915267
945	7706.501853
946	7704.616564
947	7702.417596
948	7699.678433
949	7697.856402
950	7696.672552
951	7695.45822
952	7693.976096
953	7691.731724
954	7688.382845
955	7686.99204
956	7685.599851
957	7683.22793
958	7681.00975
959	7678.813456
960	7676.291758
961	7673.632311
962	7671.401628
963	7670.132169
964	7667.915899
965	7665.903093
966	7663.349632
967	7661.502946
968	7659.932051
969	7658.084316
970	7655.847574
971	7653.010118
972	7650.077037
973	7647.580066
974	7646.123284
975	7643.854235
976	7642.875632
977	7641.278711
978	7638.850136
979	7638.178838
980	7634.621334
981	7633.071514
982	7630.858001
983	7629.110249
984	7627.233842
985	7626.366479
986	7625.063335
987	7623.236208
988	7621.440148
989	7619.20117
990	7618.179722
991	7616.190513
992	7614.445494
993	7612.450649
994	7609.241826
995	7607.334736
996	7605.136747
997	7604.466655
998	7603.079296
999	7600.849752
1000	7599.101702
1001	7598.174533
1002	7596.04374
1003	7594.060386
1004	7593.211632
1005	7591.091407
1006	7589.752183
1007	7587.3169
1008	7585.395245
1009	7582.885328
1010	7581.016441
1011	7579.357501
1012	7576.441686
1013	7574.98889
1014	7573.503851
1015	7572.706322
1016	7570.715648
1017	7568.381173
1018	7565.732834
1019	7564.18259
1020	7562.90021
1021	7561.868433
1022	7561.192879
1023	7560.118427
1024	7558.428079
1025	7555.491561
1026	7553.776863
1027	7553.132247
1028	7551.483807
1029	7550.461002
1030	7549.3556
1031	7548.041208
1032	7546.168131
1033	7544.993246
1034	7544.220703
1035	7543.239731
1036	7540.833538
1037	7538.752347
1038	7537.724107
1039	7536.357618
1040	7534.394441
1041	7533.136753
1042	7531.171458
1043	7528.578865
1044	7527.657611
1045	7524.920464
1046	7523.472105
1047	7522.070426
1048	7519.33727
1049	7518.368155
1050	7517.564576
1051	7516.387752
1052	7514.364108
1053	7512.478373
1054	7511.66421
1055	7510.502208
1056	7507.98663
1057	7506.840177
1058	7504.556962
1059	7502.241457
1060	7500.593502
1061	7499.572864
1062	7498.282596
1063	7495.807076
1064	7494.50631
1065	7493.412662
1066	7491.644655
1067	7490.6275
1068	7488.189876
1069	7485.43582
1070	7483.850423
1071	7481.593281
1072	7480.476019
1073	7477.946112
1074	7476.020646
1075	7474.022384
1076	7473.0153
1077	7471.16681
1078	7470.27377
1079	7469.403089
1080	7467.908828
1081	7467.106833
1082	7466.039425
1083	7463.441483
1084	7461.8455
1085	7461.352489
1086	7459.357537
1087	7457.623876
1088	7456.450852
1089	7454.936574
1090	7452.579913
1091	7450.755057
1092	7449.637651
1093	7447.520286
1094	7444.606756
1095	7442.018043
1096	7439.328743
1097	7437.430491
1098	7436.281808
1099	7434.802601
1100	7433.107547
1101	7431.696836
1102	7430.034574
1103	7428.80577
1104	7427.602337
1105	7427.072481
1106	7425.071313
1107	7423.185571
1108	7421.586684
1109	7420.077245
1110	7419.177326
1111	7417.48439
1112	7415.745965
1113	7413.957086
1114	7411.541324
1115	7409.900668
1116	7407.696564
1117	7406.271005
1118	7405.253424
1119	7403.719094
1120	7402.295961
1121	7400.700701
1122	7399.848197
1123	7398.939707
1124	7397.357735
1125	7396.001958
1126	7394.273538
1127	7393.423063
1128	7391.000402
1129	7388.875297
1130	7387.343255
1131	7386.436634
1132	7385.398407
1133	7383.706218
1134	7382.057948
1135	7380.869905
1136	7379.420948
1137	7378.037394
1138	7376.838792
1139	7374.619619
1140	7373.987606
1141	7372.864099
1142	7371.875276
1143	7371.259336
1144	7370.28701
1145	7368.581571
1146	7367.256504
1147	7364.775123
1148	7363.478004
1149	7361.031989
1150	7358.734569
1151	7357.618519
1152	7356.176533
1153	7353.921302
1154	7352.330844
1155	7350.512766
1156	7348.367901
1157	7347.139721
1158	7345.577102
1159	7344.382596
1160	7341.54344
1161	7340.896504
1162	7340.141652
1163	7337.924214
1164	7335.796032
1165	7334.249887
1166	7331.807601
1167	7329.906334
1168	7329.045666
1169	7328.080644
1170	7326.249518
1171	7324.916676
1172	7323.126605
1173	7322.372516
1174	7321.593106
1175	7320.888549
1176	7319.835389
1177	7318.762116
1178	7317.762721
1179	7316.494655
1180	7315.233277
1181	7313.999453
1182	7313.211406
1183	7311.784061
1184	7310.393986
1185	7309.509815
1186	7308.882714
1187	7306.849102
1188	7304.68757
1189	7303.837531
1190	7302.716079
1191	7301.476751
1192	7299.908129
1193	7298.366447
1194	7297.893712
1195	7296.91603
1196	7295.388123
1197	7295.147241
1198	7293.527058
1199	7291.650508
1200	7290.626964
1201	7289.244466
1202	7288.576024
1203	7287.110562
1204	7285.859499
1205	7282.953117
1206	7281.685751
1207	7280.038515
1208	7278.484742
1209	7276.928004
1210	7275.666168
1211	7274.207093
1212	7272.63016
1213	7270.655502
1214	7268.109771
1215	7265.654393
1216	7263.891168
1217	7260.848681
1218	7258.294388
1219	7257.279699
1220	7256.358038
1221	7255.708756
1222	7253.805372
1223	7252.233688
1224	7250.49553
1225	7249.503047
1226	7247.859692
1227	7247.017685
1228	7245.241661
1229	7243.583665
1230	7242.563278
1231	7241.612606
1232	7238.930666
1233	7236.985059
1234	7236.444513
1235	7235.862948
1236	7235.461447
1237	7234.431232
1238	7233.823505
1239	7233.100284
1240	7232.522287
1241	7230.856505
1242	7229.440492
1243	7228.274693
1244	7227.168062
1245	7226.135864
1246	7225.372931
1247	7224.27162
1248	7223.617635
1249	7221.84877
1250	7220.057043
1251	7218.721308
1252	7217.694401
1253	7217.495344
1254	7216.497196
1255	7214.949109
1256	7214.085588
1257	7212.565091
1258	7212.003654
1259	7210.064943
1260	7207.610898
1261	7205.987969
1262	7205.105678
1263	7203.530297
1264	7201.536078
1265	7199.573413
1266	7198.507956
1267	7196.876985
1268	7195.655195
1269	7194.404275
1270	7192.915085
1271	7192.516981
1272	7192.303223
1273	7191.783735
1274	7191.041392
1275	7188.881224
1276	7187.840912
1277	7186.671491
1278	7186.162062
1279	7184.61325
1280	7183.047208
1281	7181.451759
1282	7180.957008
1283	7179.248123
1284	7178.405177
1285	7177.388795
1286	7176.465176
1287	7175.443525
1288	7173.369411
1289	7172.138221
1290	7170.24549
1291	7169.232195
1292	7168.325337
1293	7167.38347
1294	7166.046149
1295	7165.52508
1296	7164.956428
1297	7164.173786
1298	7161.975144
1299	7161.302395
1300	7160.616438
1301	7159.2809
1302	7157.856336
1303	7156.271884
1304	7155.558033
1305	7154.336951
1306	7152.495696
1307	7151.04565
1308	7150.59023
1309	7149.761721
1310	7148.715482
1311	7147.910922
1312	7147.349107
1313	7145.926583
1314	7144.815222
1315	7142.638387
1316	7141.670625
1317	7140.863954
1318	7139.99779
1319	7137.794613
1320	7135.727672
1321	7135.183811
1322	7133.446407
1323	7132.585035
1324	7131.19763
1325	7129.538534
1326	7128.769035
1327	7126.981072
1328	7125.964661
1329	7123.767444
1330	7122.808456
1331	7121.899923
1332	7120.707022
1333	7118.301819
1334	7117.612078
1335	7116.897826
1336	7113.980063
1337	7112.332699
1338	7110.80248
1339	7110.125637
1340	7109.103983
1341	7107.4935
1342	7106.448664
1343	7105.812511
1344	7104.494742
1345	7103.590919
1346	7101.535721
1347	7100.790275
1348	7099.851753
1349	7098.259047
1350	7095.993497
1351	7093.785814
1352	7092.396496
1353	7091.289332
1354	7090.19964
1355	7088.141314
1356	7087.283422
1357	7085.815335
1358	7085.026119
1359	7084.228486
1360	7083.133453
1361	7081.906697
1362	7080.509721
1363	7078.330567
1364	7077.042442
1365	7076.782731
1366	7075.786824
1367	7074.610655
1368	7073.479828
1369	7072.815362
1370	7071.229533
1371	7069.602623
1372	7067.306046
1373	7066.057275
1374	7063.219169
1375	7061.611448
1376	7060.669729
1377	7059.942207
1378	7058.371836
1379	7057.496368
1380	7056.588599
1381	7055.415599
1382	7053.538254
1383	7052.530628
1384	7051.480396
1385	7049.915202
1386	7049.317792
1387	7048.960356
1388	7048.200032
1389	7048.023179
1390	7046.324675
1391	7044.972138
1392	7043.022945
1393	7041.618779
1394	7040.390505
1395	7039.146947
1396	7037.763158
1397	7036.116145
1398	7035.265199
1399	7034.621666
1400	7033.535772
1401	7032.043943
1402	7030.479136
1403	7029.056674
1404	7028.066321
1405	7027.638554
1406	7026.709516
1407	7025.893555
1408	7025.371938
1409	7022.541183
1410	7021.877805
1411	7021.019272
1412	7019.456492
1413	7018.711949
1414	7016.925549
1415	7015.693476
1416	7014.428532
1417	7013.537686
1418	7012.495043
1419	7011.628765
1420	7010.596272
1421	7008.856749
1422	7006.368453
1423	7005.913267
1424	7004.238365
1425	7003.054107
1426	7001.77007
1427	7001.241737
1428	6999.875903
1429	6998.879001
1430	6998.103815
1431	6997.166969
1432	6996.631946
1433	6995.448546
1434	6993.648758
1435	6993.114903
1436	6992.603619
1437	6991.974081
1438	6990.914669
1439	6989.703127
1440	6989.118214
1441	6988.212995
1442	6987.697844
1443	6987.231042
1444	6985.9477
1445	6984.807514
1446	6983.815658
1447	6982.311834
1448	6981.98999
1449	6981.292966
1450	6980.455672
1451	6979.765848
1452	6979.482963
1453	6977.331544
1454	6976.497724
1455	6975.120922
1456	6973.499274
1457	6972.269009
1458	6970.4737
1459	6969.814267
1460	6968.661404
1461	6967.869645
1462	6967.515038
1463	6964.975976
1464	6963.871518
1465	6962.497376
1466	6961.863342
1467	6960.208365
1468	6959.142476
1469	6958.463832
1470	6957.360909
1471	6956.109035
1472	6955.065699
1473	6954.874514
1474	6954.403451
1475	6954.034912
1476	6953.179033
1477	6952.155454
1478	6951.07318
1479	6949.479767
1480	6948.096907
1481	6947.143486
1482	6946.599932
1483	6945.5644
1484	6944.760689
1485	6942.753517
1486	6941.54525
1487	6940.761476
1488	6940.29309
1489	6939.318242
1490	6938.629479
1491	6937.451512
1492	6936.638991
1493	6935.807515
1494	6935.022368
1495	6934.671189
1496	6932.411293
1497	6931.525701
1498	6930.432808
1499	6929.629922
1500	6928.208559
1501	6927.17522
1502	6926.041851
1503	6925.652038
1504	6924.266037
1505	6922.967885
1506	6922.111538
1507	6920.966785
1508	6919.832546
1509	6918.507817
1510	6917.016393
1511	6916.386928
1512	6915.551604
1513	6915.002802
1514	6914.419594
1515	6912.979941
1516	6912.089164
1517	6911.095679
1518	6909.38675
1519	6908.926195
1520	6906.138507
1521	6905.634535
1522	6904.644439
1523	6903.039578
1524	6902.420407
1525	6900.278847
1526	6899.863108
1527	6899.098446
1528	6898.429034
1529	6897.615645
1530	6897.319561
1531	6896.826102
1532	6895.87728
1533	6895.65423
1534	6894.968122
1535	6894.145721
1536	6893.494035
1537	6892.574821
1538	6891.860552
1539	6891.545068
1540	6891.159592
1541	6890.357347
1542	6889.168155
1543	6888.467485
1544	6887.701468
1545	6886.768872
1546	6886.232301
1547	6885.608698
1548	6885.134881
1549	6883.727823
1550	6881.199938
1551	6880.655067
1552	6879.790835
1553	6878.046705
1554	6876.814076
1555	6875.922097
1556	6875.636223
1557	6875.103623
1558	6874.526562
1559	6873.65764
1560	6873.411501
1561	6871.969388
1562	6870.463602
1563	6869.877809
1564	6868.752254
1565	6867.325539
1566	6866.698538
1567	6865.989442
1568	6865.405458
1569	6864.788039
1570	6863.091886
1571	6862.10593
1572	6861.134903
1573	6860.606512
1574	6860.245913
1575	6860.127103
1576	6858.636947
1577	6857.258534
1578	6855.90329
1579	6854.842465
1580	6854.026481
1581	6852.779709
1582	6851.985106
1583	6851.211439
1584	6850.281404
1585	6848.983526
1586	6847.815727
1587	6847.440351
1588	6845.036948
1589	6843.378636
1590	6842.130262
1591	6841.878171
1592	6841.435723
1593	6840.625587
1594	6839.244566
1595	6838.100378
1596	6836.308703
1597	6834.82065
1598	6832.595458
1599	6832.352296
